ΚΩΔ.,Ονομα,2002,2003,2004,2005,2006,2007,2008,2009,2010,20011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
176,ΒΑΛΚΑΝΙΚΩΝ ΣΛΑΒΙΚΩΝ ΚΑΙ ΑΝΑΤΟΛΙΚΩΝ ΣΠΟΥΔΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),15160.0,15615.0,14466.0,18868.0,14576.0,15208.0,15279.0,15400.0,,15232.0,15796.0,14952.0,15498.0,14742.0,14924.0,15401.0,15216.0,14021,12950,12267,12430,12670
177,ΙΣΤΟΡΙΑΣ ΑΡΧΑΙΟΛΟΓΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΝΘΡΩΠΟΛΟΓΙΑΣ (ΒΟΛΟΣ),12672.0,13187.0,12870.0,17193.0,13344.0,14569.0,14969.0,15094.0,,14207.0,14551.0,14508.0,14812.0,14162.0,14252.0,14332.0,14058.0,12956,11275,11216,10150,10550
178,ΠΑΙΔΑΓΩΓΙΚΟ ΕΙΔΙΚΗΣ ΑΓΩΓΗΣ (ΒΟΛΟΣ),13764.0,14726.0,14775.0,18533.0,15979.0,16746.0,17147.0,17601.0,,16295.0,16674.0,16274.0,16699.0,16119.0,13203.0,14557.0,16175.0,15685,15725,15188,14375,14150
179,ΔΙΕΘΝΩΝ ΕΥΡΩΠΑΪΚΩΝ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ),17155.0,17062.0,16759.0,19553.0,16419.0,16868.0,17063.0,17007.0,,16888.0,17074.0,11416.0,17745.0,17607.0,17587.0,17878.0,18141.0,17602,17695,16906,16560,17140
180,ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ (ΧΙΟΣ),15031.0,15254.0,14356.0,16040.0,,15195.0,14504.0,14234.0,,12729.0,12973.0,11545.0,11614.0,12257.0,12150.0,11134.0,11080.0,9753,8000,9682,9620,10150
181,ΜΕΣΟΓΕΙΑΚΩΝ ΣΠΟΥΔΩΝ (ΡΟΔΟΣ),11036.0,11255.0,10589.0,15680.0,10992.0,12249.0,11912.0,11477.0,,11298.0,11575.0,10541.0,11125.0,11158.0,11433.0,11865.0,10848.0,9087,7150,8538,9105,9040
182,ΙΤΑΛΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ (ΑΘΗΝΑ),7769.0,,,,12228.0,11611.0,13108.0,11915.0,,10391.0,15619.0,9605.0,5180.0,9161.0,5200.0,9241.0,5359.0,6980,4400,10665,11310,13170
183,ΙΣΠΑΝΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ (ΑΘΗΝΑ),7354.0,,,22546.0,12482.0,11875.0,12127.0,12628.0,,13169.0,10991.0,10483.0,4404.0,10953.0,8835.0,5681.0,10891.0,6817,8945,10830,11510,12270
186,ΓΛΩΣΣΑΣ ΦΙΛΟΛΟΓΙΑΣ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ ΠΑΡΕΥΞΕΙΝΙΩΝ ΧΩΡΩΝ (ΚΟΜΟΤΗΝΗ),11034.0,,,15399.0,11470.0,12816.0,12210.0,12376.0,,11834.0,11244.0,11151.0,12009.0,11685.0,12130.0,12374.0,11149.0,9539,7700,8660,9020,9200
187,ΚΟΙΝΩΝΙΚΗΣ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ (ΚΟΡΙΝΘΟΣ),,,12003.0,16883.0,12930.0,13947.0,14054.0,14778.0,,12576.0,12745.0,11697.0,13008.0,12584.0,13207.0,13451.0,13019.0,11975,11150,10553,10370,0
188,ΤΟΥΡΚΙΚΩΝ ΣΠΟΥΔΩΝ ΚΑΙ ΣΥΓΧΡΟΝΩΝ ΑΣΙΑΤΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ),,,,,12735.0,13627.0,13635.0,13305.0,,13105.0,13229.0,12792.0,13042.0,13049.0,13287.0,13543.0,13504.0,11577,10425,10734,11240,11900
189,ΦΙΛΟΛΟΓΙΑΣ (ΚΑΛΑΜΑΤΑ),,,,,14418.0,15294.0,15732.0,15968.0,,14952.0,14509.0,14549.0,14827.0,13256.0,13666.0,13569.0,12305.0,10375,8900,9526,10210,9510
190,ΝΟΣΗΛΕΥΤΙΚΗΣ (ΤΡΙΠΟΛΗ),,,,,15938.0,15714.0,15868.0,15636.0,,14855.0,14644.0,13964.0,14602.0,14650.0,16762.0,16594.0,14716.0,11495,8600,9966,10570,10270
192,ΡΩΣΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ ΚΑΙ ΣΛΑΒΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ) - ΡΩΣΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ,,,,,,,,13970.0,,13330.0,13376.0,13382.0,14036.0,13943.0,14221.0,14728.0,14925.0,13691,12275,11309,11095,11120
200,ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΥΛΙΚΩΝ (ΗΡΑΚΛΕΙΟ),13207.0,13896.0,12770.0,15665.0,12836.0,13458.0,10562.0,11155.0,,10630.0,11003.0,9872.0,8941.0,10051.0,10066.0,10794.0,9108.0,6374,4175,9391,9645,9975
201,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),18219.0,18562.0,18792.0,18874.0,18842.0,18935.0,19090.0,19356.0,,18483.0,18184.0,17225.0,18106.0,16785.0,17130.0,16796.0,16860.0,16385,16400,17076,17094,17497
203,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),17603.0,18192.0,18339.0,18409.0,18379.0,18601.0,18666.0,19094.0,,17822.0,17529.0,16504.0,17329.0,15977.0,16053.0,15458.0,15345.0,14467,14850,15584,15205,15910
205,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΠΑΤΡΑ) - ΠΑΝ. ΠΑΤΡΩΝ,17322.0,17967.0,18099.0,18334.0,18251.0,18478.0,18428.0,18845.0,,17058.0,17003.0,15374.0,16497.0,15006.0,15139.0,14536.0,14264.0,13460,13650,14289,13995,14750
207,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΞΑΝΘΗ),16831.0,17640.0,17679.0,17997.0,17794.0,18217.0,18027.0,18496.0,,16208.0,16191.0,14305.0,15589.0,14170.0,13892.0,13497.0,12913.0,11992,12150,12772,12900,13276
208,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΒΟΛΟΣ),17243.0,,,18828.0,18135.0,18418.0,18294.0,18756.0,,16716.0,16756.0,15025.0,16194.0,14698.0,14742.0,14315.0,14086.0,13140,13175,14019,13790,14365
209,ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),17906.0,18321.0,18553.0,18692.0,18610.0,18704.0,18915.0,19137.0,,18699.0,18759.0,19404.0,18943.0,18309.0,18467.0,18164.0,18033.0,18014,17775,18267,18190,18554
210,ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΚΟΖΑΝΗ),14067.0,14661.0,14188.0,16202.0,15913.0,17337.0,17189.0,17980.0,,15971.0,15838.0,14729.0,16920.0,15382.0,15792.0,15346.0,15466.0,14736,14500,14887,14260,14804
211,ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),16933.0,17603.0,17619.0,18199.0,18018.0,18300.0,18383.0,18845.0,,18204.0,18161.0,17508.0,18476.0,17529.0,17856.0,17459.0,17463.0,17169,16950,17750,17175,17750
212,ΔΑΣΟΛΟΓΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΦΥΣΙΚΩΝ ΠΟΡΩΝ (ΟΡΕΣΤΙΑΔΑ),11494.0,11873.0,10862.0,14120.0,11527.0,12516.0,10341.0,10228.0,,9394.0,,,8180.0,8360.0,6582.0,10493.0,9925.0,6537,2050,9492,9595,8220
213,ΜΗΧΑΝΟΛΟΓΩΝ ΚΑΙ ΑΕΡΟΝΑΥΠΗΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΠΑΤΡΑ),16174.0,17093.0,17112.0,17762.0,17452.0,17946.0,17752.0,18286.0,,17227.0,17344.0,16878.0,17931.0,16967.0,17394.0,17068.0,16952.0,16811,16500,17273,16830,17340
214,ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΧΑΝΙΑ),15354.0,16313.0,16071.0,17391.0,16307.0,16800.0,16349.0,16661.0,,14363.0,14352.0,12217.0,11732.0,12072.0,12233.0,12300.0,10440.0,8080,7325,11754,12475,12975
215,ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ (ΠΑΤΡΑ),17993.0,18051.0,17518.0,17791.0,17308.0,17656.0,17124.0,17506.0,,15666.0,15719.0,14772.0,15504.0,15415.0,15111.0,14658.0,14715.0,14082,13575,14226,13896,14753
216,ΕΠΙΣΤΗΜΗΣ ΥΠΟΛΟΓΙΣΤΩΝ (ΗΡΑΚΛΕΙΟ),16640.0,17044.0,16103.0,17310.0,15583.0,16133.0,14512.0,14781.0,,12769.0,13308.0,12553.0,13270.0,13756.0,12590.0,13872.0,14024.0,14668,15075,15603,15617,16047
217,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ (ΑΘΗΝΑ),18907.0,18953.0,19077.0,19035.0,18971.0,18980.0,19089.0,19306.0,,18917.0,18914.0,18471.0,19072.0,18540.0,18628.0,18416.0,18240.0,18314,17975,18487,18470,18820
218,ΣΤΑΤΙΣΤΙΚΗΣ ΚΑΙ ΑΝΑΛΟΓΙΣΤΙΚΩΝ-ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΩΝ ΜΑΘΗΜΑΤΙΚΩΝ (ΣΑΜΟΣ),13590.0,14324.0,13650.0,15783.0,13629.0,14380.0,12142.0,12874.0,,11271.0,11014.0,9618.0,10636.0,10574.0,10471.0,10692.0,8525.0,5148,3925,7797,8425,8575
219,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),18452.0,18650.0,18712.0,18672.0,18492.0,18607.0,18566.0,19004.0,,18333.0,18314.0,17767.0,18670.0,17833.0,18100.0,17691.0,17824.0,17575,17450,17996,17910,18260
220,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ (ΒΟΛΟΣ),17354.0,17735.0,17227.0,18134.0,17069.0,17454.0,16742.0,17407.0,,15039.0,15024.0,15916.0,17496.0,16301.0,16540.0,16242.0,16329.0,15664,15650,16367,15740,16405
221,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ (ΠΑΤΡΑ) - ΠΑΝ. ΠΑΤΡΩΝ,17914.0,18200.0,18226.0,18196.0,18107.0,18302.0,18110.0,18652.0,,17535.0,17403.0,16984.0,18013.0,16939.0,17137.0,16789.0,16742.0,16411,16350,16914,16395,16925
222,ΜΗΧΑΝΙΚΩΝ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ (ΧΙΟΣ),14701.0,,,16124.0,13740.0,14410.0,12194.0,12508.0,,10990.0,10514.0,9298.0,9362.0,9864.0,9194.0,10185.0,9766.0,5738,4925,7694,8575,8700
223,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ (ΞΑΝΘΗ),17496.0,17934.0,17739.0,17892.0,17698.0,18036.0,17665.0,18238.0,,16093.0,16222.0,16027.0,17278.0,16084.0,15971.0,15551.0,15504.0,14724,14500,15039,14140,14750
224,ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ (ΞΑΝΘΗ),15323.0,16196.0,15676.0,17410.0,15891.0,16318.0,15487.0,15973.0,,13559.0,14127.0,12437.0,12778.0,13070.0,13375.0,13307.0,12697.0,11217,11050,11534,11800,12370
225,ΑΓΡΟΝΟΜΩΝ ΚΑΙ ΤΟΠΟΓΡΑΦΩΝ ΜΗΧΑΝΙΚΩΝ - ΜΗΧΑΝΙΚΩΝ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ (ΑΘΗΝΑ),16438.0,17290.0,17372.0,17880.0,17690.0,18071.0,17915.0,18352.0,,16437.0,16442.0,14892.0,15224.0,14533.0,14942.0,14220.0,13892.0,13047,13025,14449,14140,14775
227,ΑΓΡΟΝΟΜΩΝ ΚΑΙ ΤΟΠΟΓΡΑΦΩΝ ΜΗΧΑΝΙΚΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),16398.0,17273.0,17279.0,17935.0,17593.0,18021.0,17789.0,18243.0,,16270.0,16014.0,14142.0,14993.0,13993.0,13935.0,13244.0,12472.0,11591,11725,12321,12580,12960
228,ΜΗΧΑΝΙΚΩΝ ΧΩΡΟΤΑΞΙΑΣ ΠΟΛΕΟΔΟΜΙΑΣ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΑΝΑΠΤΥΞΗΣ (ΒΟΛΟΣ),16020.0,17020.0,16906.0,17974.0,17028.0,17582.0,16971.0,17306.0,,14443.0,14213.0,11381.0,11406.0,11568.0,11625.0,11754.0,9914.0,7468,7600,9283,9766,10613
229,ΝΑΥΠΗΓΩΝ ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),16903.0,17548.0,17881.0,18454.0,17957.0,18301.0,18480.0,18891.0,,18421.0,18461.0,18198.0,18700.0,18080.0,18076.0,17852.0,17784.0,17643,17325,17915,17860,18250
230,ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ (ΧΑΝΙΑ),15202.0,16048.0,15534.0,17129.0,15873.0,16227.0,15090.0,15764.0,,14095.0,14037.0,12898.0,13112.0,13596.0,13727.0,13843.0,13442.0,11986,11350,12092,12190,12130
231,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),20607.0,21180.0,21511.0,21323.0,21662.0,21930.0,22152.0,22583.0,,21715.0,21669.0,20193.0,20364.0,19838.0,19999.0,19377.0,19334.0,19050,19165,19929,19285,19950
232,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΠΑΤΡΑ),19579.0,20434.0,20695.0,20178.0,20818.0,21433.0,21374.0,21930.0,,20522.0,19819.0,17751.0,17819.0,17324.0,16836.0,16751.0,15812.0,15602,16365,18840,18010,18854
233,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),19885.0,20609.0,20900.0,20401.0,20936.0,21559.0,21663.0,22212.0,,21258.0,20462.0,18894.0,19625.0,18578.0,18483.0,18478.0,18102.0,16952,17885,17372,17070,17985
234,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΞΑΝΘΗ),19025.0,19857.0,19901.0,19693.0,20129.0,20854.0,20640.0,21167.0,,19323.0,18615.0,15493.0,14917.0,14797.0,11965.0,13126.0,11537.0,11233,12335,0,13205,14365
235,ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΘΗΝΑ),16524.0,17196.0,17190.0,18048.0,17486.0,17903.0,17969.0,18359.0,,17760.0,17716.0,17296.0,18300.0,17456.0,18047.0,17817.0,17595.0,17479,17000,17774,17570,18155
236,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΒΟΛΟΣ),19312.0,20184.0,20367.0,19749.0,20583.0,21238.0,21181.0,21727.0,,20203.0,19613.0,17171.0,17099.0,16742.0,15226.0,15770.0,14424.0,14109,15100,14217,15855,16985
237,ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),16050.0,16895.0,16611.0,17684.0,16866.0,17484.0,17428.0,17962.0,,16585.0,17184.0,16421.0,17766.0,16876.0,17596.0,17204.0,17027.0,16474,16450,17096,16680,17235
238,ΜΗΧΑΝΙΚΩΝ ΣΧΕΔΙΑΣΗΣ ΠΡΟΪΟΝΤΩΝ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ (ΣΥΡΟΣ),15010.0,15718.0,15338.0,16603.0,15555.0,15631.0,14778.0,14648.0,,12508.0,11783.0,9816.0,9142.0,10107.0,9117.0,9963.0,9384.0,7342,6975,9866,8840,8950
239,ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΠΑΤΡΑ),15839.0,16663.0,16488.0,17482.0,16828.0,17407.0,17139.0,17794.0,,15982.0,16603.0,15758.0,17129.0,16438.0,17062.0,16674.0,16498.0,15918,15700,16330,15815,16420
240,ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ (ΑΘΗΝΑ),17456.0,18077.0,17896.0,19187.0,17813.0,18328.0,18265.0,18431.0,,17602.0,17824.0,16632.0,17518.0,17213.0,17041.0,16883.0,17300.0,17959,17900,18422,17925,18350
241,ΜΗΧΑΝΙΚΩΝ ΜΕΤΑΛΛΕΙΩΝ ΜΕΤΑΛΛΟΥΡΓΩΝ (ΑΘΗΝΑ),14970.0,,,17365.0,16107.0,16763.0,16525.0,16864.0,,15194.0,15524.0,14405.0,14998.0,14569.0,15253.0,15141.0,14982.0,14311,13775,13546,13175,13425
242,ΜΗΧΑΝΙΚΩΝ ΟΡΥΚΤΩΝ ΠΟΡΩΝ (ΧΑΝΙΑ),13453.0,14029.0,13483.0,16268.0,13715.0,14472.0,12245.0,12782.0,,11937.0,12428.0,11094.0,10633.0,11010.0,10758.0,11288.0,9034.0,6063,2650,9138,9280,9815
243,ΜΑΘΗΜΑΤΙΚΩΝ (ΑΘΗΝΑ),15152.0,15985.0,15521.0,17538.0,15774.0,16578.0,16358.0,17022.0,,15769.0,15945.0,15331.0,15794.0,15514.0,16060.0,15500.0,15152.0,14617,14275,14671,14140,14725
245,ΜΑΘΗΜΑΤΙΚΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),15092.0,16014.0,15741.0,17949.0,16267.0,16925.0,16829.0,17410.0,,16470.0,16157.0,15449.0,16324.0,15574.0,15750.0,15230.0,14620.0,14019,13450,14485,14055,14735
246,ΕΦΑΡΜΟΣΜΕΝΩΝ ΜΑΘΗΜΑΤΙΚΩΝ ΚΑΙ ΦΥΣΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΑΘΗΝΑ),16637.0,,,17763.0,16404.0,16658.0,16541.0,17110.0,,15758.0,15861.0,15212.0,15951.0,15547.0,16024.0,15678.0,15748.0,15364,15325,16058,15820,16240
247,ΜΑΘΗΜΑΤΙΚΩΝ (ΠΑΤΡΑ),14545.0,,,16427.0,15040.0,15941.0,15271.0,15687.0,,14129.0,14203.0,13067.0,13758.0,13634.0,13880.0,13313.0,12260.0,11395,10675,10618,11097,11391
248,ΜΑΘΗΜΑΤΙΚΩΝ KAI ΕΦΑΡΜΟΣΜΕΝΩΝ ΜΑΘΗΜΑΤΙΚΩΝ (ΗΡΑΚΛΕΙΟ) - ΕΦΑΡΜΟΣΜΕΝΩΝ ΜΑΘΗΜΑΤΙΚΩΝ,14785.0,15229.0,14444.0,15649.0,14124.0,14664.0,12586.0,13859.0,,12643.0,12833.0,11262.0,11908.0,12373.0,12676.0,12412.0,10201.0,7478,6250,10102,10580,10620
249,ΜΑΘΗΜΑΤΙΚΩΝ (ΙΩΑΝΝΙΝΑ),14096.0,15089.0,14653.0,16101.0,14853.0,15614.0,14969.0,15588.0,,14123.0,13853.0,12993.0,13470.0,13464.0,13633.0,13210.0,12050.0,10936,10025,9357,12305,13100
251,ΜΑΘΗΜΑΤΙΚΩΝ KAI ΕΦΑΡΜΟΣΜΕΝΩΝ ΜΑΘΗΜΑΤΙΚΩΝ (ΗΡΑΚΛΕΙΟ) - ΜΑΘΗΜΑΤΙΚΩΝ,13976.0,15014.0,14453.0,16001.0,14603.0,15394.0,14492.0,15060.0,,13603.0,13486.0,12176.0,13103.0,13287.0,13388.0,13055.0,11413.0,9285,8975,10829,10860,10800
252,ΜΑΘΗΜΑΤΙΚΩΝ (ΣΑΜΟΣ),13759.0,14744.0,14179.0,15689.0,14231.0,15040.0,13857.0,14441.0,,12777.0,12471.0,11282.0,12471.0,11956.0,12239.0,12020.0,10088.0,7501,3125,9708,9445,9670
253,ΦΥΣΙΚΗΣ (ΑΘΗΝΑ),15915.0,16374.0,15824.0,17350.0,16010.0,16672.0,16613.0,17166.0,,16214.0,16399.0,16171.0,16795.0,16118.0,16608.0,16224.0,16092.0,15417,15400,15834,15217,14634
255,ΦΥΣΙΚΗΣ (ΘΕΣΣΑΛΟΝΙΚΗ),15278.0,15996.0,15415.0,17372.0,15639.0,16256.0,16340.0,16824.0,,15665.0,15626.0,15338.0,16178.0,15590.0,15883.0,15650.0,15400.0,14339,14275,14328,14163,14576
257,ΦΥΣΙΚΗΣ (ΠΑΤΡΑ),14928.0,15705.0,15031.0,16434.0,15154.0,15862.0,15625.0,15948.0,,14261.0,14433.0,13895.0,14144.0,14323.0,14731.0,14500.0,13913.0,12836,12650,11374,11670,12160
259,ΦΥΣΙΚΗΣ (ΙΩΑΝΝΙΝΑ),14452.0,15240.0,14570.0,15908.0,14680.0,15339.0,15029.0,15433.0,,13605.0,13814.0,13321.0,14024.0,13802.0,14158.0,13999.0,13269.0,11379,11500,9941,11857,12835
261,ΦΥΣΙΚΗΣ (ΗΡΑΚΛΕΙΟ),14525.0,15241.0,14554.0,16322.0,14619.0,15259.0,14750.0,15168.0,,13415.0,13721.0,13073.0,13876.0,13763.0,14261.0,13974.0,13163.0,11375,11075,14397,12160,12825
262,ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (ΠΕΙΡΑΙΑΣ),14789.0,15676.0,15207.0,17412.0,15042.0,15644.0,14959.0,15092.0,,13667.0,14156.0,13144.0,13939.0,14034.0,13977.0,13965.0,14029.0,14492,15025,15518,15640,16260
263,ΧΗΜΕΙΑΣ (ΑΘΗΝΑ),15426.0,16052.0,15697.0,17302.0,16285.0,17187.0,17334.0,17819.0,,16851.0,16852.0,16274.0,17086.0,16653.0,17011.0,17983.0,17761.0,17332,16400,17394,17420,17505
265,ΧΗΜΕΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ),14658.0,,,16873.0,15415.0,16527.0,16511.0,17047.0,,15880.0,15806.0,15238.0,16501.0,15954.0,16195.0,17714.0,17349.0,16871,15625,16837,16770,16825
267,ΧΗΜΕΙΑΣ (ΠΑΤΡΑ),14483.0,15291.0,14900.0,16409.0,15425.0,16365.0,16212.0,16726.0,,15521.0,15063.0,14893.0,15913.0,15503.0,15790.0,17465.0,17096.0,16616,15225,16525,16540,16480
269,ΧΗΜΕΙΑΣ (ΙΩΑΝΝΙΝΑ),13978.0,14787.0,14213.0,15958.0,14765.0,15629.0,15300.0,15887.0,,14855.0,14777.0,14408.0,15444.0,15017.0,15241.0,17320.0,16867.0,16353,14775,16200,16020,15975
270,ΧΗΜΕΙΑΣ (ΗΡΑΚΛΕΙΟ),14096.0,14940.0,14405.0,15982.0,14974.0,15832.0,15160.0,15694.0,,14805.0,14806.0,14386.0,15410.0,15006.0,15121.0,17275.0,16825.0,16277,14625,16106,15874,15690
272,ΜΗΧΑΝΙΚΩΝ ΕΠΙΣΤΗΜΗΣ ΥΛΙΚΩΝ (ΙΩΑΝΝΙΝΑ),13412.0,13951.0,12784.0,15763.0,12851.0,13579.0,11682.0,12020.0,,10868.0,11422.0,10295.0,9396.0,10647.0,10492.0,12149.0,11629.0,9693,9300,9630,10475,11375
273,ΓΕΩΠΟΝΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ) - ΑΠΘ,13404.0,14130.0,13503.0,16320.0,13866.0,14609.0,14366.0,14516.0,,13819.0,14318.0,13927.0,14739.0,14202.0,17120.0,16587.0,16162.0,14644,13125,14188,14220,13870
274,ΓΕΩΠΟΝΙΑΣ ΦΥΤΙΚΗΣ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΑΓΡΟΤΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΒΟΛΟΣ),13060.0,13974.0,13337.0,16753.0,13650.0,14384.0,13508.0,13701.0,,12696.0,13444.0,12948.0,13590.0,13147.0,15485.0,15506.0,14668.0,11950,10275,10611,10920,9810
275,ΔΑΣΟΛΟΓΙΑΣ ΚΑΙ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΘΕΣΣΑΛΟΝΙΚΗ),12773.0,13554.0,12382.0,16322.0,13003.0,13802.0,13197.0,13209.0,,11964.0,12747.0,11643.0,11442.0,11813.0,11187.0,13434.0,12382.0,10870,8775,12072,11810,10730
276,ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΜΥΤΙΛΗΝΗ),12594.0,13194.0,11978.0,15065.0,12309.0,13244.0,11416.0,10557.0,,10668.0,10297.0,9101.0,8065.0,9007.0,8082.0,11005.0,10713.0,7353,4300,9997,8730,8270
277,ΒΙΟΛΟΓΙΑΣ (ΑΘΗΝΑ),17031.0,17669.0,17816.0,18595.0,18056.0,18317.0,18331.0,18599.0,,17773.0,17908.0,17392.0,18245.0,17677.0,18335.0,18335.0,18051.0,17688,16750,17663,17552,17703
279,ΒΙΟΛΟΓΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ),16236.0,17225.0,17317.0,18017.0,17736.0,18045.0,18139.0,18333.0,,17598.0,17653.0,17253.0,18057.0,17439.0,18246.0,18205.0,17889.0,17446,16500,17443,17402,17439
280,ΒΙΟΛΟΓΙΚΩΝ ΕΦΑΡΜΟΓΩΝ ΚΑΙ ΤΕΧΝΟΛΟΓΙΩΝ (ΙΩΑΝΝΙΝΑ),15329.0,16093.0,16173.0,17089.0,16476.0,16445.0,15975.0,15956.0,,16157.0,16343.0,15907.0,16631.0,16246.0,17788.0,17480.0,17050.0,16620,15175,16650,16530,16265
